"","Date","Count","Package","Cumulative","Label"
"2430","2022-04-23",9,NA,13536,""
"2431","2022-04-24",19,NA,13555,""
"2432","2022-04-25",29,NA,13584,""
"2433","2022-04-26",34,NA,13618,""
"2434","2022-04-27",31,NA,13649,""
"2435","2022-04-28",22,NA,13671,""
"2436","2022-04-29",33,NA,13704,""
"2437","2022-04-30",2,NA,13706,""
"2438","2022-05-01",25,NA,13731,""
"2439","2022-05-02",46,NA,13777,""
"2440","2022-05-03",32,"ggplot2",13809,"ggplot2 (13809)"
"2441","2022-05-04",21,NA,13830,""
"2442","2022-05-05",35,NA,13865,""
"2443","2022-05-06",28,NA,13893,""
"2444","2022-05-07",11,NA,13904,""
"2445","2022-05-08",7,NA,13911,""
"2446","2022-05-09",69,NA,13980,""
"2447","2022-05-10",47,NA,14027,""
"2448","2022-05-11",38,NA,14065,""
"2449","2022-05-12",26,NA,14091,""
"2450","2022-05-13",32,NA,14123,""
"2451","2022-05-14",16,NA,14139,""
"2452","2022-05-15",6,NA,14145,""
"2453","2022-05-16",27,NA,14172,""
"2454","2022-05-17",36,NA,14208,""
"2455","2022-05-18",38,NA,14246,""
"2456","2022-05-19",21,NA,14267,""
"2457","2022-05-20",27,NA,14294,""
"2458","2022-05-21",13,NA,14307,""
"2459","2022-05-23",33,NA,14340,""
"2460","2022-05-24",41,NA,14381,""
"2461","2022-05-25",46,NA,14427,""
"2462","2022-05-26",23,NA,14450,""
"2463","2022-05-27",31,NA,14481,""
"2464","2022-05-28",10,NA,14491,""
"2465","2022-05-29",15,NA,14506,""
"2466","2022-05-30",35,NA,14541,""
"2467","2022-05-31",44,NA,14585,""
"2468","2022-06-01",31,NA,14616,""
"2469","2022-06-02",9,NA,14625,""
"2470","2022-06-03",30,NA,14655,""
"2471","2022-06-04",3,NA,14658,""
"2472","2022-06-05",5,NA,14663,""
"2473","2022-06-06",32,NA,14695,""
"2474","2022-06-07",54,NA,14749,""
"2475","2022-06-08",19,NA,14768,""
"2476","2022-06-09",41,NA,14809,""
"2477","2022-06-10",34,NA,14843,""
"2478","2022-06-11",16,NA,14859,""
"2479","2022-06-12",13,NA,14872,""
"2480","2022-06-13",43,NA,14915,""
"2481","2022-06-14",26,NA,14941,""
"2482","2022-06-15",28,NA,14969,""
"2483","2022-06-16",18,NA,14987,""
"2484","2022-06-17",31,NA,15018,""
"2485","2022-06-18",16,NA,15034,""
"2486","2022-06-19",10,NA,15044,""
"2487","2022-06-20",25,NA,15069,""
"2488","2022-06-21",39,NA,15108,""
"2489","2022-06-22",39,NA,15147,""
"2490","2022-06-23",34,NA,15181,""
"2491","2022-06-24",35,NA,15216,""
"2492","2022-06-25",7,NA,15223,""
"2493","2022-06-26",14,NA,15237,""
"2494","2022-06-27",39,NA,15276,""
"2495","2022-06-28",29,NA,15305,""
"2496","2022-06-29",16,NA,15321,""
"2497","2022-06-30",34,NA,15355,""
"2498","2022-07-01",23,NA,15378,""
"2499","2022-07-02",11,NA,15389,""
"2500","2022-07-03",14,NA,15403,""
"2501","2022-07-04",28,NA,15431,""
"2502","2022-07-05",33,NA,15464,""
"2503","2022-07-06",26,NA,15490,""
"2504","2022-07-07",17,NA,15507,""
"2505","2022-07-08",35,NA,15542,""
"2506","2022-07-09",9,NA,15551,""
"2507","2022-07-10",7,NA,15558,""
"2508","2022-07-11",29,NA,15587,""
"2509","2022-07-12",20,NA,15607,""
"2510","2022-07-13",19,"tidymodels",15626,"tidymodels (15626)"
"2511","2022-07-14",30,NA,15656,""
"2512","2022-07-15",12,NA,15668,""
"2513","2022-07-16",29,NA,15697,""
"2514","2022-07-17",13,NA,15710,""
"2515","2022-07-18",36,"tidyverse",15746,"tidyverse (15746)"
"2516","2022-07-19",29,"shiny",15775,"shiny (15775)"
"2517","2022-07-20",34,NA,15809,""
"2518","2022-07-21",32,NA,15841,""
"2519","2022-07-22",6,NA,15847,""
"2520","2022-07-23",5,NA,15852,""
"2521","2022-07-24",4,NA,15856,""
"2522","2022-07-25",2,NA,15858,""
"2523","2022-08-03",1,NA,15859,""
"2524","2022-08-04",1,NA,15860,""
"2525","2022-08-05",34,NA,15894,""
"2526","2022-08-06",35,NA,15929,""
"2527","2022-08-07",31,NA,15960,""
"2528","2022-08-08",38,NA,15998,""
"2529","2022-08-09",56,"caret",16054,"caret (16054)"
"2530","2022-08-10",33,NA,16087,""
"2531","2022-08-11",52,"mlr3",16139,"mlr3 (16139)"
"2532","2022-08-12",46,NA,16185,""
"2533","2022-08-13",26,NA,16211,""
"2534","2022-08-14",25,NA,16236,""
"2535","2022-08-15",73,NA,16309,""
"2536","2022-08-16",54,NA,16363,""
"2537","2022-08-17",63,NA,16426,""
"2538","2022-08-18",34,NA,16460,""
"2539","2022-08-19",83,"rvest",16543,"rvest (16543)"
"2540","2022-08-20",23,"stringr",16566,"stringr (16566)"
"2541","2022-08-20",23,"tidytext",16589,"tidytext (16589)"
"2542","2022-08-21",7,NA,16596,""
"2543","2022-08-22",69,NA,16665,""
"2544","2022-08-23",43,NA,16708,""
"2545","2022-08-24",38,NA,16746,""
"2546","2022-08-25",64,NA,16810,""
"2547","2022-08-26",35,NA,16845,""
"2548","2022-08-27",19,NA,16864,""
"2549","2022-08-28",27,NA,16891,""
"2550","2022-08-29",41,NA,16932,""
"2551","2022-08-30",41,NA,16973,""
"2552","2022-08-31",49,NA,17022,""
"2553","2022-09-01",49,"dplyr",17071,"dplyr (17071)"
"2554","2022-09-02",35,NA,17106,""
"2555","2022-09-03",20,NA,17126,""
"2556","2022-09-04",23,NA,17149,""
"2557","2022-09-05",51,NA,17200,""
"2558","2022-09-06",35,NA,17235,""
"2559","2022-09-07",44,NA,17279,""
"2560","2022-09-08",60,"tidyr",17339,"tidyr (17339)"
"2561","2022-09-09",42,NA,17381,""
"2562","2022-09-10",10,NA,17391,""
"2563","2022-09-11",16,NA,17407,""
"2564","2022-09-12",31,NA,17438,""
"2565","2022-09-13",36,NA,17474,""
"2566","2022-09-14",27,NA,17501,""
"2567","2022-09-15",31,NA,17532,""
"2568","2022-09-16",31,NA,17563,""
"2569","2022-09-17",19,NA,17582,""
"2570","2022-09-18",11,NA,17593,""
"2571","2022-09-19",39,NA,17632,""
"2572","2022-09-20",49,NA,17681,""
"2573","2022-09-21",29,NA,17710,""
"2574","2022-09-22",31,NA,17741,""
"2575","2022-09-23",39,NA,17780,""
"2576","2022-09-24",17,NA,17797,""
"2577","2022-09-25",27,NA,17824,""
"2578","2022-09-26",55,NA,17879,""
"2579","2022-09-27",24,NA,17903,""
"2580","2022-09-28",9,NA,17912,""
"2581","2022-09-29",77,NA,17989,""
"2582","2022-09-30",43,NA,18032,""
"2583","2022-10-01",26,"readr",18058,"readr (18058)"
"2584","2022-10-02",34,NA,18092,""
"2585","2022-10-03",52,NA,18144,""
"2586","2022-10-04",55,NA,18199,""
"2587","2022-10-05",47,NA,18246,""
"2588","2022-10-06",48,"purrr",18294,"purrr (18294)"
"2589","2022-10-07",42,"rmarkdown",18336,"rmarkdown (18336)"
"2590","2022-10-08",19,NA,18355,""
"2591","2022-10-09",35,NA,18390,""
"2592","2022-10-10",54,NA,18444,""
"2593","2022-10-11",34,NA,18478,""
"2594","2022-10-12",32,NA,18510,""
"2595","2022-10-13",37,NA,18547,""
"2596","2022-10-14",29,NA,18576,""
"2597","2022-10-15",14,NA,18590,""
"2598","2022-10-16",51,NA,18641,""
"2599","2022-10-17",57,"data.table",18698,"data.table (18698)"
"2600","2022-10-18",76,NA,18774,""
